Whiskey,Percent.whiskey,Rep,Style,"Butanoic acid, ethyl ester","Butanoic acid, 3-methyl-, ethyl ester","Pentanoic acid, ethyl ester","Hexanoic acid, ethyl ester","Heptanoic acid, ethyl ester","Octanoic acid, ethyl ester",Isopentyl hexanoate,"Nonanoic acid, ethyl ester","Decanoic acid, ethyl ester","Octanoic acid, 3-methylbutyl ester","Butanedioic acid, diethyl ester",n-Capric acid isobutyl ester,"Dodecanoic acid, ethyl ester","Pentadecanoic acid, 3-methylbutyl ester",Isobutyl laurate,"Tetradecanoic acid, ethyl ester",Isoamyl laurate,"Hexadecanoic acid, ethyl ester"
Woodford Rye,60,2,RW,55464.8716,14140.3623,12326.37924,836760.8676,173226.4311,9691726.59,260838.9238,816170.9857,12867677.16,772606.0655,25888.3794,119369.9176,4538438.232,449817.8788,1894.695335,474704.7693,17464.13005,491715.2833
Woodford Rye,60,3,RW,59009.8265,14480.47427,12531.22738,849305.4378,175629.9397,10701673.29,320701.9609,1076448.083,15454406.89,1105021.044,26538.97311,176202.9462,5957322.131,642549.6805,4036.578603,507428.7662,17800.68923,193283.6273
Woodford Rye,70,1,RW,56285.73031,12836.56814,11206.28973,693840.6336,128057.7505,7460926.769,160140.4831,474924.2873,8965798.387,411200.7349,23490.63478,59976.07409,2793428.491,263292.114,2432.976889,368998.9471,15213.08921,318714.75
Woodford Rye,70,2,RW,45466.57903,10633.52825,8939.481263,568948.4311,106164.355,6910878.866,144348.3241,443074.749,8782432.908,377298.7382,21350.90315,57287.31776,2678833.549,258041.6926,2076.397076,388859.9723,16324.61255,555163.0086
Woodford Rye,70,3,RW,52301.72826,12359.51484,10564.4405,672834.2238,126000.2481,7645038.116,170518.0409,507060.6848,9450862.459,444830.2888,22875.35753,64858.85307,2886340.99,278613.2146,2356.786213,425556.5756,17797.54611,615594.1451
Woodford Rye,80,1,RW,40580.32446,8905.630714,7664.304844,438905.0154,74439.57023,5193300.783,98582.23528,269554.6918,6063061.064,203981.7997,17923.5843,28388.17657,1413307.556,120919.1797,1958.524077,202438.1638,10196.88908,372472.5604
Woodford Rye,80,2,RW,43540.04888,9611.234608,8101.794372,478224.7314,82981.70692,5250560.59,99291.52265,263350.6947,5878127.765,200802.5955,20173.02957,28179.55112,1522624.488,127627.4453,2376.500894,235022.124,10846.11551,293655.3534
Woodford Rye,80,3,RW,46400.1381,10229.2982,8545.658175,506527.9059,85151.41915,5442307.625,99113.12,268752.124,5861753.55,206064.2564,17306.89061,25809.76585,1219497.395,101449.9301,1503.383208,128905.235,6891.997157,208883.6565
Woodford Rye,90,1,RW,38737.57801,8117.108799,6606.981588,358480.4432,56858.32177,3722413.737,63659.95168,154225.6026,3667838.585,99784.55267,16751.94967,13336.84838,788995.3485,59577.0129,608.0260813,119284.7491,5041.676628,163519.3375
Woodford Rye,90,2,RW,40979.14394,8546.000894,6874.645366,374508.9627,57926.2001,3661355.963,61473.8081,146013.4419,3458521.803,92600.19704,14751.36157,11437.90545,582398.2315,41226.91369,404.4576402,66979.42016,3382.841747,119308.2483
Woodford Rye,90,3,RW,37756.9233,7565.603323,6276.144978,342118.4343,54995.25895,3904285.791,68612.11404,169800.6855,4085741.271,114965.4254,17825.76432,15470.96476,870089.453,62296.61014,735.5662668,63430.59444,3450.064007,58445.73243
Woodford Rye,100,1,RW,32443.63319,6402.363055,4932.49335,263030.796,38091.40783,2423854.155,37370.48984,83091.99701,2000390.488,41839.96343,15075.8208,4886.928731,285556.3911,17343.35523,40.84941716,18370.15231,1294.568418,16427.40891
Woodford Rye,100,2,RW,32125.43789,6206.763164,5111.803084,266205.7545,37350.90119,2352042.817,35529.31051,81370.7385,2032836.598,39696.75527,11356.92553,5556.482012,420384.7557,25672.45774,40.47106232,52662.6269,2067.871738,86225.9804
Woodford Rye,100,3,RW,31159.33105,6163.490728,5131.959112,255953.9835,36047.74408,2254245.591,33818.40594,77156.73937,1912363.351,37790.37071,10590.99744,5591.922279,405670.3882,28505.32056,43.53725599,44269.75848,1918.627861,57802.0327
