Whiskey,Percent.whiskey,Rep,Style,"Butanoic acid, ethyl ester","Butanoic acid, 3-methyl-, ethyl ester","Pentanoic acid, ethyl ester","Hexanoic acid, ethyl ester","Heptanoic acid, ethyl ester","Octanoic acid, ethyl ester",Isopentyl hexanoate,"Nonanoic acid, ethyl ester","Decanoic acid, ethyl ester","Octanoic acid, 3-methylbutyl ester","Butanedioic acid, diethyl ester",n-Capric acid isobutyl ester,"Dodecanoic acid, ethyl ester","Pentadecanoic acid, 3-methylbutyl ester",Isobutyl laurate,"Tetradecanoic acid, ethyl ester",Isoamyl laurate,"Hexadecanoic acid, ethyl ester"
Highland Park,90,2,SM,31113.88615,53943.45063,4420.908072,489918.6465,35661.59277,9458078.566,20142.32043,198830.5727,12648712.13,177467.3673,24265.435,44869.03492,6470656.478,204721.0908,5662.213264,417344.7291,23537.87694,270225.9494
Highland Park,90,3,SM,32410.02735,55472.63375,4841.606643,509054.6502,37023.31169,9252057.349,20200.54377,195024.3066,12091620.21,173287.3679,27210.20283,46809.81785,6706725.483,230647.8933,7614.416481,539823.0701,28342.71544,253418.3102
Highland Park,100,1,SM,28446.12889,46145.01092,3553.207201,375044.838,25362.13825,7277471.25,12573.32312,114660.8537,9071466.609,87501.70809,21915.86523,18429.58716,3598759.974,80977.91661,945.6684368,119365.8609,6930.249648,97212.3043
Highland Park,100,2,SM,28701.86585,47276.92486,3663.074831,383278.3555,25024.91597,6834662.899,10924.15254,98380.64134,8292535.658,72315.44218,19204.48144,15267.34972,3204411.848,65543.77069,689.1663267,108532.2467,5807.280804,78769.59119
Highland Park,100,3,SM,29104.12051,46901.87614,3961.652637,403511.2078,26943.58932,7493555.376,13415.0255,127379.0537,9626557.335,99110.15155,23747.05825,22019.36323,4003731.313,92034.50606,1513.386372,150836.2562,7618.46436,67535.76268
Highland Park Dark,50,1,SM,51670.96906,60935.29153,8131.413689,1503576.916,102888.666,17997567.69,71086.01399,614339.5057,23137843.19,434836.3427,112844.0309,98892.9291,9752869.97,489762.1901,4897.259196,560337.5796,35319.64759,203733.4833
Highland Park Dark,50,2,SM,52493.39283,62162.5625,8212.256519,1521398.66,103589.91,17861190.31,68315.36303,585904.2788,22285891.71,395059.2271,112538.1355,86724.58198,9029665.097,430553.8166,3252.24701,527901.6224,35423.90415,205264.3923
Highland Park Dark,50,3,SM,51521.53835,60805.84511,7974.622062,1500439.696,103745.9409,18613046.61,78725.5295,695965.503,24191484.33,456823.1435,117715.8774,92291.43352,8947993.942,393141.2222,1077.346008,412059.2782,26523.53816,200213.0607
Highland Park Dark,60,1,SM,46585.28463,51940.16346,6340.40446,1162704.443,71022.49089,14952573.8,51340.06215,442822.982,21103237.56,421494.9086,103318.6557,103482.9557,10108750.26,537842.2361,4539.89143,555174.0601,34784.05823,232130.2422
Highland Park Dark,60,2,SM,50134.50221,56717.16444,7103.861963,1277346.472,80399.78628,15901106.29,57133.88731,491966.1364,21684949.09,419924.8476,108780.0467,95741.75749,9525487.334,484532.6964,3749.144602,559351.5266,37023.95495,274411.5903
Highland Park Dark,60,3,SM,48992.6064,55419.8031,6843.549764,1244479.545,78530.9631,16315679.16,62564.10145,555630.3694,23318162.6,488974.0266,110452.7946,110989.5894,10230541.42,530304.6365,4833.997626,569029.5833,37097.54363,270491.2305
Highland Park Dark,70,1,SM,40124.50335,42905.10586,5200.036603,893657.0649,50638.45723,12621652.97,38245.90001,329959.8943,19308961.17,402220.3479,91260.69706,109848.9143,10462671.7,615291.2042,7833.590568,708244.8131,43269.56754,285285.1523
Highland Park Dark,70,2,SM,40745.97832,42607.92518,5404.06055,905758.119,52109.53324,12703503.66,38206.70597,325929.0979,19116374.87,391435.221,95248.56461,107465.8683,10347450.76,602524.1356,6854.65862,673828.9893,41531.5159,265682.1958
Highland Park Dark,70,3,SM,43318.24628,45972.8765,5878.311979,966912.2766,55196.95447,13040195.43,39253.73963,324122.6066,18998131.32,371698.1717,97815.79637,96303.7415,9796901.638,534167.0678,5696.475477,631219.8113,37892.89395,249513.1977
Highland Park Dark,80,1,SM,34409.02494,34319.70806,4051.302564,670171.9596,34246.63872,10021964.39,23612.72247,197025.6059,15303952.67,272548.2222,85651.18154,77906.26017,8427703.12,487665.7094,4136.144058,585597.6328,36586.83812,257851.6171
Highland Park Dark,80,2,SM,37757.22426,37060.90659,4420.041386,718959.3883,36752.80748,10305810.56,25226.36542,200021.5357,15373630.23,273360.963,92488.71985,79186.14719,8650327.74,514243.9652,4773.991864,605836.6961,40728.69821,337094.0914
Highland Park Dark,80,3,SM,35426.06029,35655.252,4165.820241,688747.9254,34494.50678,9718557.207,21839.62902,169607.8646,14038097.12,227471.3067,84136.76281,61401.84755,7419719.947,385030.5941,2035.204187,464131.5457,29251.6194,229785.6832
Highland Park Dark,90,1,SM,30655.05142,28276.37958,2952.469667,505503.2706,22837.65827,7754516.52,15089.00323,113002.2625,11366110.37,149976.3799,72721.9444,39694.05123,5527853.562,292031.9982,916.8476501,366892.5102,28368.29268,267487.3938
Highland Park Dark,90,2,SM,31357.58646,29083.50777,3433.542651,520576.5841,24052.09801,7503407.642,14368.45238,105678.9022,10931491.72,135772.764,68117.39574,37014.09802,5332394.606,267529.1388,981.5309907,364711.6746,28237.11068,231646.1614
Highland Park Dark,90,3,SM,32368.78817,29983.11016,3574.483152,530846.7246,25081.70211,7898221.992,16256.53177,120524.2554,11778305.93,157795.6988,79067.0459,43068.65669,5757770.892,307697.1452,1057.597244,432292.9754,34679.9071,267255.5199
Highland Park Dark,100,1,SM,26791.13355,23339.40906,2517.976168,385555.1686,16071.30209,5745416.227,9186.285635,66653.7723,8298622.564,78102.73249,60465.26627,19390.14636,3466266.696,145034.3841,898.1419577,188224.5574,15624.12766,170338.3321
Highland Park Dark,100,2,SM,27797.7035,24257.41989,2684.611684,398012.6462,16813.52959,5725882.068,9142.621036,66268.57131,8109665.428,75154.6807,69280.66348,18314.90416,3299846.529,132400.6442,1152.8697,178295.0491,14250.41896,149786.7631
Highland Park Dark,100,3,SM,27054.67637,23439.04109,2599.099619,388947.9892,15614.2978,5494880.518,8535.441609,60947.2345,7804137.39,70220.96554,55210.21918,17199.47128,3212111.486,128387.3396,1006.906793,172894.9378,13326.76738,128117.5391
The Irishman,50,1,IW,30488.91304,10473.36616,3153.082902,733286.548,34682.16205,13649494.72,104304.1295,407497.5329,30420991.21,1580012.821,15519.52864,283987.1111,15127863.45,1315666.738,6162.394751,348754.2638,24530.22387,69978.76293
The Irishman,50,2,IW,28583.99153,9370.837309,2996.334932,627050.0921,29153.25243,12713040.49,88194.27389,336511.191,28677949.29,1356175.2,13102.58701,227396.3609,13685735.72,1065626.104,2406.320853,266645.5243,17081.39276,51231.5452
The Irishman,50,3,IW,29788.26063,10063.12749,3061.72824,716529.6192,33451.6587,13611853.68,103712.2179,405426.787,30504495.32,1616524.013,15120.54903,287015.5002,15285945.14,1351407.631,6248.407149,355936.1454,23006.64233,68194.33219
The Irishman,60,1,IW,25719.05632,8287.230144,2491.789528,502889.3815,21481.17694,10369636.72,61986.96731,235812.6987,25271898.11,1223442.655,11934.39007,255232.0699,14755816.51,1359006.964,5907.21924,369018.4426,23347.71744,83083.94389
The Irishman,60,2,IW,25888.98344,8489.84326,2495.155995,527235.621,23321.19209,11514034.84,76266.17783,294344.2466,28205461.15,1453791.387,12999.268,272838.2212,14913749.2,1278049.167,4465.289696,308778.8794,19822.84647,68258.03533
The Irishman,60,3,IW,27810.12308,9198.918163,2796.622602,591187.3947,26500.45148,12068347.98,86321.13896,328043.8154,29071677.6,1573097.96,13227.36959,298912.5898,15314660.77,1361839.074,5681.905648,321512.8879,21376.44129,61410.79019
The Irishman,70,1,IW,26747.62128,8208.230799,2267.594387,539652.7555,22575.37718,10647680.02,62964.25384,236809.2208,25359052.72,1287621.616,13935.20626,275307.8882,14868051.76,1407168.07,5044.729339,357940.5495,22061.82467,89519.76091
The Irishman,70,2,IW,26626.17127,8308.003841,2248.251099,541872.6315,23078.36287,10618646.87,64181.92572,236775.4653,25124119.07,1265414.892,13808.86705,276404.3994,14987349.83,1426230.803,5869.202757,363744.7341,24113.75031,82337.9384
The Irishman,70,3,IW,24694.03515,7694.521625,2299.375611,490393.7149,20752.70869,9931138.26,59228.05055,217247.7447,24375502.23,1208749.548,12003.60191,276940.1913,14851016,1452459.635,7016.869673,377432.0246,25403.18122,77490.43448
The Irishman,80,1,IW,25859.141,7722.354264,1961.186364,440285.2087,16718.3124,8595559.467,43758.16027,151848.2204,20484151.35,881234.4301,12897.87295,208057.255,12848312.62,1406702.361,9386.922532,482059.5387,38575.40235,146977.4015
The Irishman,80,2,IW,26205.90979,7803.378637,2194.537017,443734.2799,17222.3564,8568330.212,46083.03754,156733.0975,20521418.73,909709.8939,13521.40247,227799.3871,13369418.9,1545063.574,13548.56624,552254.6072,43638.22914,143185.7117
The Irishman,80,3,IW,24804.39892,7158.420979,1900.735631,393410.009,14601.8002,7877574.245,38095.36693,129642.1259,19194046.35,764989.5937,11809.03383,182326.8584,12141635.35,1268347.91,6204.550348,406498.0885,31476.98657,104676.5718
The Irishman,90,1,IW,22284.57126,6054.903621,1620.878493,304373.9355,10614.66413,5900184.946,24930.11477,82278.36355,14485209.24,434329.9831,10668.19914,91715.59106,7960827.119,666927.9519,139.6383236,199877.8682,19829.69864,125768.7732
The Irishman,90,2,IW,24312.5878,6664.626126,1713.644472,359095.8673,12759.19182,6733204.656,29627.64992,94507.02226,15632435.69,497457.8829,12291.54994,102450.2732,8440718.019,711790.2273,453.5191586,201933.0995,20554.27617,121532.3752
The Irishman,90,3,IW,23389.99594,6658.433916,1693.654446,347231.1627,12359.08624,6731551.815,30132.69866,98413.52219,16048113.24,529281.2512,12199.26982,109928.1828,8712979.778,754789.0192,520.2277084,210933.344,22446.57295,144739.4654
The Irishman,100,1,IW,18180.88703,4984.642415,1147.794482,235836.1833,7614.755296,4407985.559,16221.77495,49300.23473,10811280.1,235505.0529,8935.249531,42085.69972,4810062.004,290072.1718,846.0238384,63894.86659,6195.878699,34504.07941
The Irishman,100,2,IW,20624.3806,5193.67804,1203.394099,234393.4596,7167.821139,4257852.188,14760.69714,44387.42587,10363232.42,212402.3033,8887.296269,35025.96898,4456319.987,260040.4773,787.9285984,50256.04442,4511.623944,18158.57498
The Irishman,100,3,IW,21941.01741,5849.315765,1434.497285,273665.0767,8731.121402,4662175.611,17429.04566,50100.09581,10738825.92,231950.8314,10208.53501,39706.20128,4593480.737,271843.9408,847.7225674,62310.85479,5195.657754,23281.99384
Laphroaig 10,50,1,SM,42019.63288,59958.40651,18584.43238,1037627.837,435251.8602,16252703.07,123039.1007,1060435.388,22998707.86,856906.0753,55927.93971,135805.979,8617056.151,790247.1347,1471.829531,527046.9443,26103.21189,329567.8797
Laphroaig 10,50,2,SM,44573.96403,63559.8052,19980.3377,1104717.471,457068.8295,16118105.6,121401.2365,1020187.674,22379033,811132.6039,58443.021,130744.7327,8425055.925,772713.7225,687.1155615,507266.2598,22705.41274,239866.4505
Laphroaig 10,50,3,SM,37924.6011,53675.54874,16898.64454,920134.9719,385115.074,15268424.57,105487.46,925662.8782,22047441.07,761670.3925,51528.49901,122145.181,8369844.223,719343.0765,197.7509357,446091.0189,22311.31688,249551.2648
Laphroaig 10,60,1,SM,41639.28323,57872.88306,16640.33783,822772.1453,322835.936,14007952.5,90718.24202,785303.5573,20913285.42,750601.3323,47409.08849,133307.7235,8658256.367,805177.6316,792.4641393,451771.3727,22318.36524,282341.7936
Laphroaig 10,60,2,SM,42674.67239,60400.68736,16921.58917,861015.9201,341333.5702,15265826.01,114363.5998,1022371.173,23780507.88,1019368.493,53339.89681,185972.0319,10205599.95,1070536.915,2188.764012,582481.5849,25005.14123,303829.1473
Laphroaig 10,60,3,SM,38711.78296,52634.42206,15198.45426,720633.4002,279256.0695,12490073.28,74110.90843,660482.484,19000689.48,622908.7814,41134.52806,118287.5018,8128749.787,786173.1459,815.2132826,492361.5734,20346.72265,241146.7786
Laphroaig 10,70,1,SM,37913.24985,50098.68846,14268.93535,658589.9803,244445.0758,11496582.53,66261.41302,558503.2442,17388991.28,577540.8475,46148.74613,120974.9962,8266730.252,854861.1786,1079.392253,528954.5725,21787.00016,233990.4612
Laphroaig 10,70,2,SM,36352.08909,48071.66064,13831.06198,637446.513,230165.6334,10655940.68,55673.96711,459076.5969,15828888.8,464986.6828,41177.73113,92363.08401,7226141.593,714046.6778,997.7928983,480410.3784,22855.06937,284676.9346
Laphroaig 10,70,3,SM,37330.61398,49216.54618,14141.0365,662195.1707,237755.678,11018210.79,59410.7797,485523.2274,16334236.38,500174.3064,40882.98049,102051.1257,7522413.754,770157.8289,880.4565138,498032.1469,22083.635,250713.5116
Laphroaig 10,80,1,SM,32066.62905,39390.9692,11106.39453,483499.7191,163949.4119,8436815.013,38656.32556,301995.3955,12543494.11,312157.7443,38026.88513,66335.03826,5902473.716,648280.6348,1010.037705,480782.9928,24226.38974,241875.3882
Laphroaig 10,80,2,SM,35412.78901,43162.60734,12535.56845,558483.8118,187940.0161,8719845.222,42223.53965,299658.6615,12247079.94,309255.5021,40105.59425,65456.1997,5472020.506,619408.872,710.399877,471050.3997,23704.63632,269910.4495
Laphroaig 10,80,3,SM,34762.67349,42827.20432,12027.63671,553436.0618,188661.3079,9178215.229,45145.42684,331418.1927,13091182.48,348276.0714,41859.61441,74113.32157,5973111.912,670327.0813,795.1340205,467660.3888,25214.1398,270202.7356
Laphroaig 10,90,1,SM,29956.60626,33360.91631,9650.341729,347255.0536,107317.8216,5623748.071,21269.36255,154945.8328,7640318.386,123324.1905,30761.96209,25553.29568,2746255.593,262358.8093,0,226653.6596,12994.01941,188819.917
Laphroaig 10,90,2,SM,32374.17916,37644.07528,10221.84061,406822.9952,126362.0622,6395160.846,26636.96231,182147.5022,8553406.151,165981.2254,34396.46585,32247.60927,3448940.121,317912.1464,0,263722.0469,15826.24282,203458.1643
Laphroaig 10,90,3,SM,32205.17724,36712.73848,10378.76319,400314.3603,123169.3117,6293750.093,26327.40343,178869.3603,8465686.143,159432.4422,34804.8017,30573.71422,3282973.781,311446.145,0,260855.6668,15628.47336,205456.6316
Laphroaig 10,100,1,SM,28942.97363,31090.31101,8560.77368,335042.3986,95704.31571,4601536.579,17005.82676,102369.4346,5353451.429,78681.6214,29667.7308,13387.71244,1619526.201,129572.6274,488.9213877,105857.6747,6207.832447,79375.71203
Laphroaig 10,100,2,SM,24547.91277,25819.96671,6984.62734,271816.8507,79715.28415,4268114.145,14576.64548,96835.99357,5114829.277,68868.5841,25352.09137,10869.63798,1233007.675,105056.3915,262.5227741,79881.56407,4364.248355,56701.60343
Laphroaig 10,100,3,SM,24279.19519,25307.83832,7080.839694,269801.7063,80559.89175,4285158.443,15128.30063,100516.5067,5424417.331,74550.7725,26749.37068,12934.20338,1875300.529,127247.09,604.7316418,103594.9456,5731.195717,57418.96761
Maker's Mark,50,1,BU,76602.95326,38111.18982,21549.71309,921908.5323,222084.7074,8391510.747,179613.7756,891225.7105,12360595.57,942847.0926,39454.63259,159524.3965,4396578.148,749141.8418,0,207305.8092,8981.660505,67815.30053
Maker's Mark,50,2,BU,82032.22145,41479.25846,24116.96786,1041145.717,249383.9023,9043096.589,206024.7533,998581.6379,13148092.84,1084390.018,44062.34373,203817.3159,5183025.438,964520.299,442.2166963,302953.817,12332.49102,108885.4101
Maker's Mark,50,3,BU,86175.80793,43047.29019,24510.12621,1057868.215,247388.3742,9012061.713,205270.5199,988606.1529,12949645.85,1062521.803,45606.85302,193256.7512,4809182.663,921655.7741,402.9894014,332992.7133,12504.97744,158750.9174
Maker's Mark,60,1,BU,79351.50387,34831.24939,19328.82238,758797.733,159686.5687,5669930.841,105190.8879,451061.3905,7523638.672,442294.275,37233.60919,81420.73073,2617432.78,490007.9574,0,186010.4346,8447.087494,92234.92286
Maker's Mark,60,2,BU,77686.32217,32932.57931,18765.5438,742411.7496,160262.3962,5904230.983,112682.1211,484262.0609,7875463.139,478329.3934,38636.15064,87951.55163,2726582.147,535724.5835,0,232772.8845,10628.39688,133976.4274
Maker's Mark,60,3,BU,87607.55963,37992.65558,22169.63006,844250.9495,176944.4777,6157619.891,119707.4654,501398.5653,7774007.529,483978.7018,41951.54322,87108.32167,2631431.692,513581.9872,0,215414.0698,9637.749925,121018.1195
Maker's Mark,70,1,BU,62180.16728,22873.43028,12099.22353,437337.366,83993.38383,3008083.253,50202.51894,189926.978,3413392.642,141672.4953,25957.31402,24258.15831,828606.3322,149139.8319,599.2260515,75955.67427,3681.671397,74602.62404
Maker's Mark,70,2,BU,67887.58808,26418.59855,14990.92338,518083.8216,96099.51333,3439865.299,60557.91801,219443.376,3806711.641,177495.721,29163.64188,26732.81215,887150.0028,156909.4794,492.5280472,72950.22221,3730.040005,66926.90748
Maker's Mark,70,3,BU,64607.74045,24896.06955,13371.08692,480313.8318,88499.41081,3148823.917,53821.98312,196381.9445,3576415.261,157124.7781,28029.10162,25928.23288,948626.6265,165832.1698,584.8625547,75165.03382,3551.751804,60737.32269
Maker's Mark,80,1,BU,49074.71692,17522.29108,9844.294635,307211.7444,53322.52411,1774959.679,27910.25819,91673.85604,1589456.47,58091.36862,25530.14162,8213.067258,338506.8602,50942.992,0,22302.94864,1726.189139,12252.61048
Maker's Mark,80,2,BU,50369.92019,18415.68697,9936.72196,327187.5242,56066.97258,1905045.301,31062.50027,104627.6139,1892644.302,74309.09263,23332.49776,11514.1276,471047.0325,75566.96152,0,34789.73418,2175.348507,22675.44373
Maker's Mark,80,3,BU,48419.25973,17315.24004,9454.328996,298149.2561,52660.56258,1838891.893,28960.92551,95938.17617,1623013.254,59280.35789,24047.53418,7949.609013,346215.1897,51880.37814,0,22846.55065,1829.171412,11412.74428
Maker's Mark,90,1,BU,36733.79697,13177.80025,7331.618461,213119.1614,33337.06505,1025664.098,15304.45576,50034.16508,903635.4204,29650.0777,19301.08292,4676.355824,234898.0887,34276.85842,0,16170.07397,1643.628999,8606.433768
Maker's Mark,90,2,BU,37192.42251,13308.30469,7202.953167,216439.8082,33319.97554,1009856.371,15247.53098,49412.56906,877379.04,29331.97849,18094.14691,4030.653332,204116.99,28339.50526,0,13415.93119,1628.208622,6694.128792
Maker's Mark,90,3,BU,35995.61107,12634.21616,6771.14496,201564.4679,30812.17135,895817.2727,12766.27926,39726.36113,674860.2412,19698.06106,15782.39662,2736.834807,182932.0852,23454.16264,0,10636.12623,1607.212787,3511.387158
Maker's Mark,100,1,BU,29932.39475,10987.06423,5894.859996,157789.7965,22541.3732,643170.9017,9039.409556,30892.09195,683889.6012,19911.37138,17669.92083,5029.733848,305311.65,43844.68417,0,20634.25682,1765.128029,8673.381173
Maker's Mark,100,2,BU,28114.58941,10341.10627,5274.753069,148816.9759,21421.16629,634779.9113,9141.144274,29067.40316,537577.0276,14285.01671,15047.79384,2214.450457,134281.6917,16988.6896,0,7966.971825,1569.895614,2926.348895
Maker's Mark,100,3,BU,28707.88548,9946.026591,5304.004727,143767.1499,20180.81258,563902.9619,7940.146382,23186.74224,409164.1913,9952.419141,13824.41321,1580.172821,143329.2127,17341.54176,0,8277.09594,1612.132921,2347.856424
Michter's Rye,50,1,RW,105829.6073,28130.83007,19624.6725,1359385.381,293209.3809,12256669.11,247486.3958,1305499.613,16969847.91,577549.4322,24914.42596,93424.51591,5099459.938,288733.0992,0,255371.6654,7290.845963,147603.0568
Michter's Rye,50,2,RW,87696.42909,23698.23479,16278.33333,1071798.759,241484.9668,11518440.26,224711.5921,1252296.841,16754050.23,561038.0418,25521.21499,100735.5116,5478761.014,340185.6471,0,454151.0744,13422.90428,510741.8919
Michter's Rye,50,3,RW,92685.04117,24330.3843,17447.24541,1174037.69,258973.8942,11311462.47,218704.0688,1176530.733,16014796.45,518447.8115,26143.34973,92786.5334,5121947.26,312698.4496,0,436451.6646,13659.3847,514039.3173
Michter's Rye,60,1,RW,84448.58787,21556.76631,15332.5396,1019058.465,213832.9702,9857163.289,174407.3111,912264.4262,14075463.5,432317.307,24377.27407,85157.80117,4905139.324,317403.06,0,447272.5676,13049.10261,346295.6682
Michter's Rye,60,2,RW,79745.55364,20192.83891,14489.42124,915490.7441,194329.1898,9413872.514,158508.3912,855227.1973,13623692.39,392898.0059,24022.93913,76574.3871,4495189.555,276366.7649,0,379968.3186,11383.22275,432189.6874
Michter's Rye,60,3,RW,87386.18413,22597.52185,16131.4369,1052825.582,221946.3331,10165617.53,183704.6487,949457.7958,14418420.23,454007.3606,27530.6864,87405.22635,5029116.634,325887.9801,0,474029.4121,13852.6943,495399.6007
Michter's Rye,70,1,RW,88203.93018,21538.67449,14763.7487,885453.8011,174723.1005,8522957.687,138479.3745,697652.1114,12020832.69,341887.3896,25076.31368,74013.68255,4365307.015,310638.7495,0,431470.0356,12902.61873,288686.802
Michter's Rye,70,2,RW,83414.91088,20225.98379,13964.43227,829870.174,164701.6431,8225424.907,131551.1731,674246.1379,11774686.93,333348.1893,23724.73821,72346.93921,4338708.179,304709.6053,0,489806.5991,14512.82765,395252.2891
Michter's Rye,70,3,RW,77066.47463,18306.90711,12559.00143,747406.0442,143363.6854,7441809.7,109822.1446,556645.2947,10670877.33,271156.173,21758.93676,58570.40818,3828515.038,265668.8834,0,439689.5018,12596.76734,412219.4426
Michter's Rye,80,1,RW,65560.3065,14315.77559,9788.892847,533557.7304,90670.67763,4908221.517,58217.08987,265166.9115,6289520.653,102530.9579,17053.185,22739.48221,1740903.062,119040.1811,492.200753,273297.4695,9064.508656,413083.7031
Michter's Rye,80,2,RW,82414.15619,18219.9016,12071.57488,664466.7488,110301.0434,5514184.572,69177.48039,303618.1804,6820310.704,132526.9363,19588.83289,27100.33395,2082978.828,144345.3237,632.3173396,358933.6919,12012.37812,581052.1524
Michter's Rye,80,3,RW,66592.17216,15062.32194,9854.965774,546053.7852,98192.59864,5596047.659,71962.4489,357043.4918,7922311.675,151862.9241,18655.07501,35886.62798,2482960.235,175548.0472,0,335786.985,10939.38491,431497.1464
Michter's Rye,90,1,RW,60561.68072,12969.19854,8626.739475,453007.8954,75889.24218,4433007.5,51516.82943,236883.9955,5712666.176,87291.45844,16751.21776,19518.74627,1511759.763,103426.9763,546.0878163,273055.5046,9673.088746,566016.1648
Michter's Rye,90,2,RW,57447.21344,12119.03632,8127.837698,424290.9728,70730.19574,4046898.425,45639.72531,210450.812,5275285.495,71744.55124,14705.61929,17466.48392,1443008.13,93610.07288,604.1140576,222481.7488,7581.16163,448200.9676
Michter's Rye,90,3,RW,63977.89328,13807.46367,9022.426884,487536.8096,77972.09439,4127839.078,47366.27885,203506.8516,5018015.591,83224.32254,15712.33629,17248.00976,1451555.501,94730.56444,650.0558883,237647.7447,8162.386845,471215.8188
Michter's Rye,100,1,RW,63148.58227,12776.43419,7903.707216,393704.1267,58699.23558,3286289.376,35262.92186,146038.1608,3729319.582,53512.75433,14601.64494,10591.63507,949505.0344,59432.76841,597.9760271,130897.9546,4504.02577,300651.2553
Michter's Rye,100,2,RW,59570.56736,11836.22251,7495.688171,383923.3277,54641.42128,2877264.211,29619.06939,114592.731,2970366.256,38158.25343,13953.63523,6694.211416,549647.0721,32804.02514,0,66807.53325,2374.8191,130870.9071
Michter's Rye,100,3,RW,59436.09293,11809.65648,7646.443563,381457.9357,56016.02286,3033010.39,31683.70555,128498.4131,3346676.088,42496.5489,13427.473,8365.7063,716904.8928,43776.38768,194.7339692,100526.2563,3627.538923,188966.8375
Monkey Shoulder,50,1,BS,62068.23416,37030.41616,7552.563542,1072656.936,74766.36342,18910304.97,116795.602,888920.1932,30839712.97,1153847.307,22490.15764,175327.7546,13005938.89,793825.8445,2628.318582,498738.004,34692.17901,200472.9987
Monkey Shoulder,50,2,BS,67898.53686,41110.75586,7790.266031,1335521.026,93407.32695,20902535.74,143463.5323,1062261.122,32979942.34,1325420.718,26602.27989,197700.3067,13836145.8,874617.9873,4285.884538,561364.5131,40225.10702,277883.4996
Monkey Shoulder,50,3,BS,73636.68658,44424.50671,8955.544813,1420717.956,100656.9218,21389805.11,149463.1545,1108142.503,33230942.77,1302455.417,27086.8996,189639.4836,13383519.17,813678.2348,3334.843671,522248.2569,37074.30771,212768.0549
Monkey Shoulder,60,1,BS,64124.66497,37697.16276,7370.706045,1142383.773,77402.42925,18545823.95,117189.6623,862831.7457,30919070.59,1290199.477,24589.10711,219091.3627,14436075.36,978556.7888,5309.42621,575997.8798,37421.83011,196659.1739
Monkey Shoulder,60,2,BS,59141.79996,35080.07893,6826.992518,1049114.754,69738.53403,18545549.72,114922.9392,843272.1712,31497252.56,1339653.452,24140.87752,222657.8329,14727804.54,1009953.703,6010.955212,668034.2838,43679.34937,338801.7419
Monkey Shoulder,60,3,BS,54617.64381,32072.75815,6209.648876,934621.2734,61666.07251,17319149.05,93895.26361,714451.8371,29019015.83,1115191.484,20698.23357,181355.1307,13306667.9,836806.0797,2284.91301,521692.4866,33649.95379,255272.3063
Monkey Shoulder,70,1,BS,59164.56938,32935.67532,6417.982556,891162.5081,54510.60702,15099182.05,73077.54897,509023.1823,25041762.03,927357.2928,22114.60931,181912.7742,13289671.65,952967.2638,4138.694186,564953.9912,34643.57339,219663.796
Monkey Shoulder,70,2,BS,56408.97322,31223.89884,6036.125189,818503.014,50187.86104,14929848.56,73746.83957,533918.9799,25921594.8,1001531.763,21114.32892,199427.7259,14006329.61,1040715.23,5932.887652,620674.1793,37822.19159,234495.5115
Monkey Shoulder,70,3,BS,58756.94902,31897.16736,6266.207008,834921.379,51757.09817,15692915.08,82586.203,616657.2236,27972623.59,1159972.22,23053.37492,237401.0798,15166368.58,1190391.441,7992.056309,684988.4299,43207.77534,301106.7343
Monkey Shoulder,80,1,BS,51454.84799,27456.19636,4938.500293,681515.7118,38117.02698,12071643.91,46235.45417,312351.7621,20035218.08,615162.7955,20039.26175,136389.5041,11781520.86,964103.7979,6472.264165,663690.9302,45015.13186,289875.0604
Monkey Shoulder,80,2,BS,58587.34708,31014.56463,5555.007539,812117.9424,45953.27739,13154935.76,55438.86834,352922.3797,20850755.03,668002.1568,21678.37436,137485.9409,11227089.28,889190.5367,4502.851539,533959.3804,36001.60937,200944.0529
Monkey Shoulder,80,3,BS,50996.19158,26848.7139,4892.253941,651337.779,36898.13107,12235293.34,50605.37239,356536.3162,21424501.98,723831.9291,20809.17509,166281.7535,12720926.82,1102676.988,9181.05318,730837.8738,46886.64294,285797.1446
Monkey Shoulder,90,1,BS,42414.10532,21017.67293,4202.860944,468160.6495,24288.72874,9069141.869,29266.50321,198044.8815,15466164.49,343697.135,17859.14075,66980.14632,7488534.657,507927.9237,475.5983449,347564.3923,29950.53832,198705.4373
Monkey Shoulder,90,2,BS,46165.35867,22322.59799,4250.733259,507302.0147,26008.10663,8973293.757,27832.11779,178812.6204,14423097.86,300764.6507,16349.55167,55632.832,6596623.502,414942.2993,0,268560.0641,20966.39546,147455.8219
Monkey Shoulder,90,3,BS,45491.224,22663.75172,4036.000874,530719.4689,27713.88278,9463932.564,30616.89004,197724.8377,15133303.04,337056.0663,17242.11306,63877.80005,7171758.53,453402.9394,339.2079145,294121.0011,23119.2421,157217.736
Monkey Shoulder,100,1,BS,43363.31905,20258.57844,3583.211866,468229.2393,23102.1385,7371162.645,20699.85865,116714.4774,10702979.13,174148.0116,14152.48625,28284.09054,4098889.429,185757.5823,651.0865026,114988.4235,7257.3341,54270.05283
Monkey Shoulder,100,2,BS,44496.94393,20800.3328,3607.387476,473917.1157,23255.33219,7640579.431,21664.20078,119768.3534,10898257.67,179479.9299,16520.43746,28982.89478,4077651.371,195887.6109,513.6660542,116284.7187,7762.824963,51757.15205
